区县,名称,电话,联系人,邮编,地址,创建时间,房屋面积,服务项目
徐汇区,古美四居委老年活动室,64753882,郭季妹,201102,古美路1107弄64号102室,2005-04,112,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,虹星社区老年活动室,64950193,王建敏,200233,苍梧路468弄28号3幢202室,2005-08,205,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,康平居民委会老年活动室,64738025,刘殿田,200030,康平路114号,2007-08,40,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
徐汇区,桃源村居委老年活动室,64377316,尤佳,200031,复兴中路1295弄3号、4号,2006-01,46,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
徐汇区,永嘉新村居委老年活动室,64973884,韩卫,200031,永嘉路580弄1号临1,1995-04,108,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,永太居委老年活动室,64331452,柯青,200031,永康路109弄10号1室,1995-01,100,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
徐汇区,建新社区老年活动室,64453025,汪培芬,200031,襄阳南路444弄10号,2006-01,244,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，老人康乐、兴趣小组活动
徐汇区,建岳居委会老年活动室,5456115,陈佩丽,200031,建国西路506弄13号,2005-12,46,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,嘉善居委老年活动室,64722762,冯晓云,200031,嘉善路101弄61号底楼,2011-05,59.2,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，助餐服务
徐汇区,天平街道慎成居委第二老年活动室,64330087,黄丽萍,200031,襄阳南路357弄3号,1995-01,20,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
徐汇区,天平街道慎成居委老年活动室,64330087,黄丽萍,200031,嘉善路169弄23号,1995-01,21,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,徐汇区老年活动中心,64661000,刘晓燕,200031,湖南路301号,2006-01,446,阅览，涉老法律咨询与宣传，谈心服务，老人康乐、兴趣小组活动
徐汇区,湖南街道日间服务中心,54662550,沈雅君,200031,湖南路298弄2号,2009-01,576,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
徐汇区,湖南街道多功能活动室,54652477,刘建朝,200031,湖南路301号,2000-01,60,阅览，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
徐汇区,华康活动室,64665844_,王雨羽,200031,湖南路280弄20号,1995-05,40,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
徐汇区,张家弄居委会老年活动室,64721652,曹秀娟,200031,复兴中路1252弄5号,1995-03,20,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,新乐居委老年活动室,54039453,朱国金,200031,新乐路134弄1号,2000-03,45,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
徐汇区,延庆居委活动室,54037608,董瑛,200031,华亭路25号,2006-10,100,涉老法律咨询与宣传
徐汇区,武康居委老年活动室,64312725,徐宝英,200031,淮海中路1670弄14号,2006-08,115.4,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,安福社区老年活动室,54037403,余志明,200031,安福路2750弄17号,2007-06,109,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,社区活动室,54048404,褚培方,200031,长乐路339弄甲11号,2002-10,40,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
徐汇区,淮中居委活动室,64716154,李燕菁,200031,淮海中路1390弄1号,2006-05,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,湖南街道金波居委活动室,64661589,姜金芳,200031,五原路181弄2号,2002-08,30,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,湖南街道淮海居委老年活动室,64371937,陈菁,200031,复兴中路1340弄,2004-09,40,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
徐汇区,复中居委综合活动室,54653186,宋秀芳,200031,南昌路555号C103室,2009-11,104.7,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,复永居委老年活动室,64372755,黄 佩,200031,永福路147弄33号,2000-01,83.4,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,复襄居委活动室,64374094,刘国振,200031,汾阳路9弄10号,1998-05,25,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
徐汇区,兴武社区老年活动室,64710390,张秀云,200031,泰安路27弄6号,2008-07,100,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,桂林苑社区老年活动室,64839571,陆亚萍,200233,钦州北路873号2楼,2003-08,120,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,月季百藤居委老年活动室,54188220,刘丽娟,200233,桂平路88弄综合楼30号,2002-04,80,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,长青坊居委会活动室,54193925,李乐娟,200233,桂林西街30弄17号,1995-01,40,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,长虹坊老年活动室,54203921,周培鸿,200233,桂林西街11弄2号,2000-04,78,涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
徐汇区,长丰坊居委社区活动室,54203917,叶伟芬,200233,桂林西街47弄62号,1995-01,70,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动
徐汇区,党校小区居民区老年活动室,64087020,周永芳,200233,虹漕南路300弄1号102室,2011-01,180,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,上师大新村居委会老年活动室,64322868,阚为民,200234,桂林路70弄51号13室,2001-10,200,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动
徐汇区,寿昌山居委老年活动室,54194235,陈望霞,200233,桂林西街151弄8号,2007-01,148,阅览，医疗咨询与健康教育，远程收视点
徐汇区,寿祥坊老年活动室,54193194,吴桐影,200233,桂林西街111弄4号301室,2008-07,320,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
徐汇区,寿益坊居委活动室,54183927,周传荣,200233,桂林西街85弄45号,1998-09,180,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,东湖社区老年活动室,54041980,金雅敏,200031,延庆路123弄7号,2000-03,40,老人康乐、兴趣小组活动，远程收视点
徐汇区,春华社区老年活动室,54046112,吴瑾_,200031,安福路49弄2号,2004-06,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,斜土社区文化活动中心,64163907,何宝林,200032,零陵北路1号4楼,2008-11,2561,阅览，老人康乐、兴趣小组活动
徐汇区,日新居委活动室,64430290,金钰芳,200032,零陵北路9弄1号103室,2004-01,140,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点，助餐服务
徐汇区,日六（1）居委社区活动室,64436036,顾里兰,200032,大木桥路450弄17号旁,2004-05,250,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,恒益居委老年活动室,64033343,冯良,200032,斜土路1275弄9号101室,1998-10,180,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
徐汇区,茶陵居委老年活动室,64045616,程晨惠子,200032,瑞金南路458号19幢103室,2002-05,114,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,日五居委老年活动室,64160539,沈月红,200032,茶陵路225弄7号101室,1998-10,38.6,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,大四居委老年活动室,64167162,李美芳,200032,大木桥路485弄5号101室,2003-11,75,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,日二居委活动室,64431923,吴以雯,200032,日晖二村48、97号旁（两处）,2000-05,150,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，老人康乐、兴趣小组活动，远程收视点
徐汇区,江南居委活动室,64160796,乔文英,200032,大木桥路江南二村21号甲,2006-01,300,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,大三居委活动室,64037675,张广菊,200032,茶陵路345弄34号101室,1998-10,100,阅览，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，远程收视点
徐汇区,康巨居委老年活动室,64160595,陈汝权,200032,茶陵路71号,2006-07,90,阅览，医疗咨询与健康教育，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,肇一居委老年活动室,64043347,蔡建祥,200032,肇嘉浜路193弄17号103室,2003-10,114.3,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，社区为老服务便民活动，谈心服务，老人康乐、兴趣小组活动，远程收视点
徐汇区,大五居委老年活动室,64042160,马元斌,200032,清真路32号,2010-03,200,阅览，涉老法律咨询与宣传，医疗咨询与健康教育，老人康乐、兴趣小组活动，远程收视点
